fileName,researcher,Cilium_number,horizontal_length_in_pixels,z_lower,z_upper,horizontal_scaling_in_um,vertical_scaling_in_um,horizontal_length_in_um,vertical_length_in_layers,vertical_length_in_um,total_length_in_um
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,1,6.039,2,10,0.219647042583026,0.281,1.326448490158894,9,2.5290000000000004,2.855749743420248
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,2,6.5,2,9,0.219647042583026,0.281,1.427705776789669,8,2.248,2.6630523436610467
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,3,5.491,2,10,0.219647042583026,0.281,1.2060819108233958,9,2.5290000000000004,2.80186983559469
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,4,9,3,9,0.219647042583026,0.281,1.976823383247234,7,1.967,2.7887129089515543
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,5,7.601,3,10,0.219647042583026,0.281,1.6695371706735807,8,2.248,2.8001532751370495
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,6,3.041,6,12,0.219647042583026,0.281,0.6679466564949821,7,1.967,2.077315993276619
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,7,7.311,3,11,0.219647042583026,0.281,1.605839528324503,9,2.5290000000000004,2.9957572649881805
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,8,5.199,4,10,0.219647042583026,0.281,1.141944974389152,7,1.967,2.2744509940934408
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,9,6.939,3,11,0.219647042583026,0.281,1.5241308284836175,9,2.5290000000000004,2.952764091886475
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,10,9.088,3,11,0.219647042583026,0.281,1.9961523229945402,9,2.5290000000000004,3.221872917511878
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,11,4.803,4,11,0.219647042583026,0.281,1.0549647455262738,8,2.248,2.483234707856532
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,12,8.252,4,11,0.219647042583026,0.281,1.8125273953951306,8,2.248,2.8876910428676155
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,13,9.588,3,10,0.219647042583026,0.281,2.105975844286053,8,2.248,3.0803633319328347
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,14,10.272,4,12,0.219647042583026,0.281,2.2562144214128432,9,2.5290000000000004,3.3891510021524995
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,15,10.808,2,10,0.219647042583026,0.281,2.373945236237345,9,2.5290000000000004,3.468639068086212
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_4_1024x1024.czi,kai,16,8.936,4,11,0.219647042583026,0.281,1.9627659725219204,8,2.248,2.9842845479092506
