fileName;cilium;cilium_shape;cilium_projection_area_in_pixels;cilium_projection_area_in_um2;number_of_z_stack_layers;lowest_cilium_layer;uppermost_cilium_layer;vertical_length_in_layers;vertical_length_in_um;horizontal_length_in_pixels;horizontal_length_in_um;total_length_in_um;to_be_removed
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;19;TRUE;22;1,1;17;4;9;6;1,6900;6,4;1,400000000;2,190000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;20;TRUE;27;1,3;17;4;9;6;1,6900;10,6;2,340000000;2,880000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;21;TRUE;36;1,7;17;5;11;7;1,9700;12,2;2,680000000;3,320000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;22;TRUE;14;0,7;17;5;9;5;1,4100;6,3;1,390000000;1,980000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;23;FALSE;21;1,0;17;4;9;6;1,6900;5,2;1,140000000;2,040000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;24;TRUE;34;1,6;17;3;10;8;2,2500;13,0;2,860000000;3,640000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_1024x1024.czi;25;TRUE;34;1,6;17;4;11;8;2,2500;11,1;2,450000000;3,320000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;1;TRUE;87;1,0;17;3;9;7;1,9670;14,9;1,633200000;2,556600000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;2;TRUE;114;1,4;17;2;7;6;1,6860;22,8;2,501700000;3,016800000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;3;TRUE;113;1,4;17;3;8;6;1,6860;13,3;1,455800000;2,227500000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;4;TRUE;69;0,8;17;4;9;6;1,6860;13,0;1,429300000;2,210300000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;5;TRUE;198;2,4;17;3;9;7;1,9670;22,5;2,470100000;3,157600000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;6;TRUE;82;1,0;17;3;8;6;1,6860;15,8;1,735900000;2,419900000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;7;TRUE;154;1,9;17;3;9;7;1,9670;23,1;2,537000000;3,210200000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;8;TRUE;123;1,5;17;3;9;7;1,9670;17,4;1,913700000;2,744300000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;9;FALSE;62;0,7;17;6;11;6;1,6860;9,0;0,989400000;1,954900000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;10;TRUE;89;1,1;17;4;9;6;1,6860;19,2;2,104100000;2,696300000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;11;TRUE;89;1,1;17;4;9;6;1,6860;14,2;1,563900000;2,299700000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;12;TRUE;85;1,0;17;4;10;7;1,9670;15,6;1,717300000;2,611200000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;13;TRUE;88;1,1;17;4;9;6;1,6860;17,4;1,908300000;2,546400000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;14;TRUE;109;1,3;17;4;10;7;1,9670;19,8;2,176500000;2,933600000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;15;TRUE;57;0,7;17;5;10;6;1,6860;11,2;1,232200000;2,088300000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;16;TRUE;60;0,7;17;6;10;5;1,4050;12,5;1,373500000;1,964800000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;17;TRUE;112;1,4;17;5;10;6;1,6860;20,6;2,263400000;2,822300000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;18;TRUE;125;1,5;17;4;9;6;1,6860;18,2;1,993500000;2,610900000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;19;TRUE;92;1,1;17;4;9;6;1,6860;13,7;1,501600000;2,257700000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;20;TRUE;117;1,4;17;4;9;6;1,6860;22,6;2,484100000;3,002300000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;21;TRUE;133;1,6;17;5;11;7;1,9670;23,6;2,589800000;3,252100000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;22;TRUE;78;0,9;17;4;9;6;1,6860;10,2;1,117900000;2,022900000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;23;TRUE;130;1,6;17;3;9;7;1,9670;28,1;3,081500000;3,655800000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_2_2048x2048.czi;24;TRUE;130;1,6;17;4;11;8;2,2480;22,2;2,434800000;3,313900000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;1;TRUE;26;1,3;18;4;10;7;1,9700;8,1;1,770000000;2,650000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;2;FALSE;18;0,9;18;6;11;6;1,6900;5,0;1,100000000;2,010000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;3;FALSE;21;1,0;18;6;11;6;1,6900;6,0;1,330000000;2,150000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;4;FALSE;20;1,0;18;6;10;5;1,4100;6,0;1,320000000;1,930000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;5;TRUE;37;1,8;18;6;12;7;1,9700;11,0;2,420000000;3,120000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;6;TRUE;37;1,8;18;5;11;7;1,9700;12,5;2,750000000;3,380000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;7;FALSE;18;0,9;18;6;10;5;1,4100;5,1;1,110000000;1,790000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;8;TRUE;19;0,9;18;6;10;5;1,4100;6,7;1,480000000;2,040000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;9;TRUE;36;1,7;18;7;13;7;1,9700;11,9;2,610000000;3,270000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;10;TRUE;25;1,2;18;6;10;5;1,4100;7,1;1,550000000;2,090000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;11;TRUE;33;1,6;18;6;12;7;1,9700;11,5;2,530000000;3,200000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;12;TRUE;27;1,3;18;6;10;5;1,4100;9,4;2,060000000;2,490000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;13;TRUE;27;1,3;18;6;11;6;1,6900;6,2;1,350000000;2,160000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;14;TRUE;12;0,6;18;6;10;5;1,4100;5,4;1,180000000;1,830000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;15;TRUE;21;1,0;18;8;13;6;1,6900;7,1;1,560000000;2,300000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;16;TRUE;24;1,2;18;6;11;6;1,6900;10,6;2,340000000;2,880000000;yes_or_no
210301_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_z-stack_3_1024x1024.czi;17;TRUE;22;1,1;18;9;14;6;1,6900;6,3;1,390000000;2,180000000;yes_or_no
